text,true_label,predicted_label
"from the outside..... it seems like you left bernie, out on a limb.",0,0
thank you larry sessions starman @ usa.net denver (80224),0,0
"hey brown, it was bipartisan!",0,1
cut with the phony tears and stop parading kids on your stage.,0,1
just giving ms. gillibrand the opportunity to keep showing others that she will never answer her constituent's questions.,0,0
i vote for amy all the way ~ ~!!!!,0,1
but you and hillary clinton shared the same trait!,0,0
"please please open your heart to these innocent dogs, that have no say so to get so beat -tortured and eating instead of loved & part of a family.",0,0
"the girl sitting next to me - who went through the don't be a jerk class - just blurts out ""woman needs to find herself a man!""",0,1
tell the gop to cut entitlements to big corporations & wall street instead of ssa & medicare.,0,1
why do you seem to think they shouldn't be represented by the ny senator?,0,0
"thank you for all your good work, amy, including these seemingly little things that make a big difference for families!",0,0
mahalo senator brian schatz,0,0
"i called your office to urge you to oppose sessions and am very pleased that you are early to declare you will vote ""no"".",0,0
"now i ask, when patty murray decides she is not going to run again, is everything she has done and will do in future going to credited to her or is she going to be swept under the rug along with all the good she has done here in washington?",0,0
"the road to serfdom, the road to socialism, the road to marxism, all compliments of patty murray and her buddies in congress.",0,1
klobuchar is for another 8 years of this great prosperity and great jobs obama's given us for the last 8 years.,0,0
the vast majority of human trafficking victims (80%) are women.,0,0
"bless you, for ever and ever, chuck.",0,0
i can not figure out why more of the washington elite don't put their weight behind bernie if they feel the way you do?,0,0
"she only spent two decades trying to enact ""gun control"" without understanding how firearms operate.",0,0
"he's our progressive standard bearer, we have to work together to survive.",0,0
"mrs. warren, all's good, however... america is not a democracy... http: / / www.bbc.com / news / blogs-echochambers-27074746",0,0
this would be a good start amy!,0,0
back in march when they were first posted palin faced criticism and requests to tone down the violent rhetoric.,0,1
"they dogged obama every step of the way and i expect the democratic party to do the same, otherwise their small sliver of real support (the 3 million more voters who did not vote for trump) will wane and that will be the end of democracy in this country.",0,0
this is truly scary to me.,0,0
3} bannon has been nominated for that post in the white house.,0,1
so glad for all who fight social injustice!,0,0
"we need you, earl.",0,0
rick larsen--please use your superdelegate vote to stand with your constituents!,0,0
portland / blumenauer does not define the 99% thank god.,0,0
i would love hillary and sen. mccaskill to prove us skeptics wrong because that means endless lives are saved and perhaps even life on the planet some day.,0,0
joe walsh cannot tolerate views and opinions that are contrary to his.,0,1
10 / 30 / 16 rep. john lewis thanks sisters of saint joseph motherhouse in pittsford for saving his life in 1965 more details at: www.rochesterfirst.com / news / local-news / rep-john-lewis-thanks-sisters-for-saving-his-life-in-1965 / 603295541,0,0
"the passage and implementation of the civil society proclamation and the counter-terrorism law have significantly tightened political space throughout the country, and the rights to freedom of expression, association and assembly exercised by opposition candidates have been deeply restricted.",0,0
"cory, i'd respect you more if you'd stand up to big pharma and its pricing in the usa.",0,0
"elizabeth, i thank god for the gift of you in our world.",0,0
"debbie, you know better.",0,0
thank you amy for all of your work.,0,0
"iam hoping we get a democratic governor.sorry, but i lost all faith and respect for the gop the way they are acting now-on behalf of $$$$corporate lobbyists.i would nt vote for a republican jackass if i had a choice between a bum on the corner or a republican candidate.",0,0
"good luck elizabeth, we need you... we have your back.... brown does not care about women",0,0
"thanks representative cohen, any injustice needs to be address, because we all benefit, when people fight against injustice change occurs!",0,0
i think we should boycott hobby lobby so they go out of business...,0,0
"i can't believe that senator bennet, aka flaming liberal is thinking on this issue.",0,0
please support u.s. senator bernie sanders,0,0
this is one more step toward the true equality of all u.s. citizens.,0,0
we need you for massachusetts in the senate!,0,0
thanks amy klobuchar for doing something about ais or mn is going to be lost and tourism as we know it will be gone.,0,0
thanks to al franken.,0,0
merry xmas and happy holidays to you and yours.,0,0
"respect must be earned; the president-elect has done nothing to earn even one shred of respect since he began his campaign of racism, misogyny, hate, ridicule, and fear-mongering.",0,0
we also need expose the questionable treatment of african americans in the cjss.,0,0
"we are in good hands, senator!",0,0
thank you senator kirsten gillibrand!!!,0,0
betty you are seriously wrong on this issue and for our state.,0,0
in the san juan's i gave 4 speeches with q + a over two days and larsen said he could not attend nor did he send a representative.,0,0
"it is important that they term ""domestic violence"" be dropped - violence is violence just because it is a women being violated - it ought not be less of an offense.",0,0
if they want to be paid the same i better be able to hit a woman in the face if she pisses me off.,0,1
"(my guess is the right wing ""producer"" myth is lurking around this, somewhere.)",0,1
... being a medford girl i recall mr. markey going to the annual thanksgiving day football game - a consummate politician.,0,0
"the economy, why big banks get away with so much.",0,0
"it's a start, but let's also ban the sale of assault rifles.",0,0
i cried this morning reading the news... i don't do that (normally) but the tears were running down freely.,0,0
people who say why would democrats vote for bernie he's not a democrat?,0,0
"was it delay or haster (sounds mmore like delay tactics) who offered $150,000 to ghis son's campaign if he would just pretty please vote for the medicare drug bill... which benefitted big pharma much more than seniors.",0,1
why is a pedophile ring centering around dnc members not being reported on?..,0,1
we need to take on drug companies who are preventing less costly generic drugs from coming to market and who are fighting the importation of less costly drugs from abroad.,0,0
"we need more mn representatives in and for our state like amy, al f, keith e, i. pappas, z.dorholt - who work for the people rather than trying to destroy good government",0,0
hillary's pretty good at looking at her speech cheats,0,0
"she not only voted down bill to reduce costs, she took almost 1 / 2million from large pharmaceutical companies.",0,1
"the only candidate to win in a trump race is the other anti-establishment candidate, senator bernie sanders!",0,0
"i say that knowing that today, right now, in new jersey there are in fact several same gender legal marriages!",0,0
do you think neil or any educated science teacher can teach our president elect about how the earth and climate work?,0,1
"yes, happy birthday!",0,0
"there has been violence and looting the past 4 days, the start of schools has been delayed a week in the area because of this.",0,1
