text,true_label,predicted_label
tillis did not cut the education budget.,1,1
where were months ago.,1,0
"as for adam the repucks are the ones that said no to fund a clean bill for dhs, the president and the dems and a majority of repucks in the senate passed a 1 year dhs funding bill with no attachments.",1,1
has done nothing but cave to dems!!,1,1
i think rubio has made a strong showing tonight.,1,1
"we support you, rand.",1,1
"speak in plain english, the biggest problem today is obama & his thug administration,, eliminate that problem and everything else becomes a lot more easier to contend with,,",1,1
"tom, i wish u would bring change.",1,0
i will continue praying for you and the decisions made by our government!,1,0
"""donald trump and paul ryan have put their self-interest above the country's best interest.",1,1
we need more trey gowdy's in the world!,1,1
"i hope, senator portman, that you will vote as your constituents feel you should, and not along party lines or her donations.",1,0
better late than never you idiot!,1,1
"if you vote for ryan, you will never get another vote from me.",1,1
congrats roger!,1,0
he thinks he's a king!,1,1
"do you not hear the american people saying no, to illegals and mydlims?",1,1
"sir scott, a limited attack will make any solution for syria nearly impossible.",1,0
we don't have a revenue problem we have a spending problem and it needs to stop!!!!!!!,1,1
no way could i have another yoho yard sign or knock on doors for rep. yoho.,1,1
bush would spend more time on his ranch in texas than he spent at the white house.,1,1
"when he starts a job and qualifies for insurance benefits, he will not have to worry about being denied insurance for pre-existing conditions, and if he has to start in part-time jobs, he can get insurance in the marketplace.",1,0
do not give in to his stupidity!,1,1
"jody, uncle jerry and i send love and prayers to you and your family.",1,0
"repost if you think god, our country, and our flag deserve respect!",1,1
i copy mr white's statement: mr. lankford.,1,0
how obama is still in office lays at the republican leadership door.,1,1
get off your duff and submit the zadroga legislation.,1,1
marco is the one we have been waiting for!,1,1
you are nothing but a partisan hack paid off by the likes of devos,1,1
"the gop was also the party that compromised on the last debt ceiling when obama was telling them ""just a little more spending"".... and look where it got us.",1,1
cave.,1,1
love you trey gowdy you are the best we have!!!,1,1
2 questions are why do more people evolve like me from liberal to conservative and none really move from the right to the left??,1,1
we stand with you mr. paul!,1,1
"fine, get rid of the debt ceiling and ban the fed from buying bonds.",1,1
don't doa paul ryan please...,1,1
this attack against online poker is an attack on our individual freedom.,1,0
"james, you act like the president told the irs to do this, he already spoke out and said they would be punished accordingly.",1,0
he thought he could keep ryan off track.,1,1
sir she is woefully unqualified.,1,1
"i realize you do a lot of good, and i agree with you on most issues (i'm a conservative and registered republican), but this action is not conservative, not republican, and not rational.",1,1
"in the private sector, they would be fired.",1,1
ga. does not care if a person lives or dies.,1,1
may you and the rest of the senate and house be voted out over the coming years so that we the people can have our government back.,1,0
"lindsey, wouldn't you just love for trump to disappear and leave you and all your cronies in washington to continue your destruction of our country?",1,1
"you mean right to get fired for no reason state, etc etc.. its really not a good thing! wished sc wasnt!",1,0
"this is laughable... they have no position, can not shut down gthe government and even if they could they can not defund the aca.. what republicans are doing is stirring the pot to gin up donations.",1,0
i am still a dr. ben carson supporter but senator ted cruz and carly fiorina looked and sounded like winners as well.,1,1
"by the way, why was the bush stimulus (the one that roskam voted for) ok, but not the obama stimulus.",1,1
you seem more interested in selling your vote for your own personal gain than to do the job we as residents of north carolina entrusted you with.,1,0
but obama is a ---hole.,1,0
vote no on every illegal gubment spending bill that comes down the pipe justin.,1,1
tom woods is a guy you should associate yourself with.,1,1
"nathan whitesides wrote: ""but i ask you, if our government isn't here to protect it's citizens, then what is it for?""",1,0
i have the same questions tim has.,1,0
the more pressing issue is repeal of the aca in its entirety and making the relief retroactive so that once it's gone the irs cannot conduct an audit and impose penalties for years that it was in force.,1,1
they agreed to raise the debt curling if obamacare is defunded they agreed and after the fact they still are going to fund obama care.,1,0
i do believe they will strike us on our own land while our troops are over there fighting a hopeless cause.,1,1
we need principled leadership who won't compromise because our speaker said he'd get democrat support if republicans didn't toe the line.,1,1
paul ryan states he wants to help preserve the republican control over congress so as to be able to keep clinton in check if she wins.,1,1
(1) repeal obamacare 100%; (2) limit federal government spending to less than 20% of gdp (3) slash corporate tax rates in half to spur the economy.,1,1
how the hell is it that holder is still around?,1,1
"# worstresponders if we don't have the first responders next time they are needed, it will be your fault.",1,1
obama has violated our laws he should be impeached.,1,0
tell him what you think!,1,0
"senators john mccain (r-ariz.), lindsey graham (r-s.c.), kelly ayotte (r-n.h.), and ron johnson (r-wisc.",1,1
it also demonstrates why government should stay out of health care,1,1
rand paul can go for a giant leap on a short pier,1,1
lol then why raise the debt ceiling?,1,1
"best of luck to her, rand paul - and best of luck to you in your future political endeavours.",1,1
the state of ga. seems not to even care or try to help folks like me.,1,0
i am also proud to be a product of the sc public school system.,1,0
"few good people like you, trey gowdy and ted cruz!!!",1,1
washington must stop spending and borrowing money!!!,1,1
but most of all being an american means following the constitution and being brave.,1,0
you are ignoring the benefits of the deal and joining the warmongering anti obama gop bandwagon.,1,1
why a vote for cloture that is a vote for obomacare,1,1
he's pulling this crap because he knows the courts wont catch up to him in time before he screws everyone.,1,1
praying for a complete recovery for amanda.,1,0
"mr. paul, i am not convinced that you speak for the majority of americans regarding this issue.",1,0
"once again, senator mike enzi, you are on the wrong side of history and decency!",1,1
"the socialists would have you believe we are at the cliff and republicans are ready to provide a shove thus shutting down the government at which point, the world as we know it, will end.",1,0
any time james.,1,0
"one wants secure borders, one wants open borders.",1,1
"at the very minimum, the government mandate that all americans need to purchase health insurance or be fined via the irs should be challenged.",1,1
"it was passed on a bribe, promised that it wasn't a tax yet that's the only way the sc could justify it so o had no problem with changing it to the greatest taxation in american history.",1,1
"further, it did not pass as a ""tax"" bill under the direct tax authority of congress, which must initiate in the house.",1,1
wow a representative being pro active.. love trey,1,1
"well.... i think mr. bo could start by eliminating the lavish, luxury vacations to hawaii, spain, africa.... and more.",1,1
bruce poliquin has been a strong voice for the people of northern maine he has my vote,1,1
the republicans have sent several balanced budget admin and dems won't pass them.,1,1
many who have ran out of time for government funds are not counted.,1,0
must be washington is truly where you can buy your way into a position you are not qualified for.,1,1
agenda 21. there is no reason to leave our borders open and to grant amnesty to millions of illegals except for one reason.,1,1
the president is clearly within his legal authority with this executive action.,1,0
so you going to impeach him?,1,1
you were my second choice (after trump) in the republican primary.,1,1
"this libertarian is pro-choice, on everything.",1,0
"speaker boehner has proven himself to be a conservative hating obama enabler (witness the ""cromnibus bill's passage"") who is at this moment punishing conservatives for standing up to him and his liberal caucus.",1,1
go get them trey gowdy! 😁,1,1
we gave conservative the historical win in 2010. that is a fact.. then you guys turn on us and try to destroy us and the ones we sent.,1,1
paul game over the left has lost time for adults to clean up the children's mess.,1,1
then we could have donated it to the state of utah and we would be in the black!,1,0
"obama broke the law again, telling illegals they could vote for the president.",1,1
lord i pray u will soften their hearts to you and your will and that u will be glorified in it and through it!,1,0
"republican fiscal policies have been a disaster for this country, yet people keep wanting to put them back into power.",1,1
"particularly, i'd like to see some republican plans that keep the parts of obamacare that people overwhelmingly support, like the ""stay on your parent's healthcare until you're 26"" and the ""your insurance company can no longer cancel your claim because you got sick"" provisions.",1,1
how about you worthless senators and congressmen look up the word impeachment and quit ignoring your job.,1,0
try asking ross perot why his third party attempt was killed...,1,1
like our leader the president sorry to say it but he has not earned his luxary's either unless you consider lying work.,1,1
siding with harry reid is no compromise.,1,0
"sadly, i have run out of hope that any ""servants of the people"" will do anything to stop amnesty and now, i hear, he wants to bring syrian refugees here too?",1,1
obama says what he thinks will get him a smattering of applause and then does whatever the heck he wants.,1,0
so i hope that obama & reid stop breaking the law and get their tails to work on a budget.,1,0
"actually somebody should send him a copy of ""the law""",1,1
why listen to a petulant little boy who loathes any notion of individual liberty and prosperity.,1,1
"please stand with your constituents and vote to defund obama ""care.""",1,1
i cannot support betsy devos as secretary of education.,1,0
"thank the father for your service, behind you 100% may you and your family be blessed",1,0
our prayers are with all families affected by that nut job.,1,1
wm3g - home of the # 1 black conservative talk radio broadcast in the south eastern united states.,1,1
the epa is a complete waste of time & money; they believe they know everything [like all gov't]!,1,1
lindsey go home you don't have a chance.,1,1
lets not forget that obamas team will never waste a good crises.,1,0
you haven't called him down on anything not have you done your jobs,1,1
"as a fiscal conservative and really frugal with my own pocketbook, i will assist you, jenifer.",1,0
we don't need a balanced budget amendment that is rammed through in haste.,1,0
"rejoice, lee.",1,0
the two votes in my household will be to vote against anyone who votes for increased spending and adding to the debt.,1,1
you really should try reading that constitution again.,1,0
god bless you guys!,1,0
"bryan preston: ""if you're keeping score, obama's ideas end up destroying a whole lot of jobs.""",1,1
if obama wanted to veto the bill (and shut down a small part of dhs) you should have let him.,1,0
"hey trey gowdy, you'd make a great president.",1,1
internal leaks from soros organization proves mccain is being paid off by his associate george soros.... follow the money!,1,1
i'd say our man mitch just self destructed.,1,1
"just hang in there, tim.",1,0
"congressman bob gibbs, your vote yesterday for the boehner / obama cromnibus bill was a complete rejection of everything that republicans said to the electorate in the 2014 mid-terms.",1,1
thumbs up for ted cruz (y),1,1
the only jobs that this administration is creating are government jobs paid for by the taxpayers.,1,1
you are clearly not republican anymore!,1,1
can we start printing gowdy 2020 stickers yet?,1,1
obam's illegal act is factually an of treason.,1,0
you and chambliss sold us out.,1,1
reps cave in for their own purpose.,1,1
you're our hero rand.,1,1
you need to take a lesson from trey gowdy!,1,1
if he does arrest him,1,1
rep lamborn i hope you do not believe that.,1,1
"if congress would have taken their jobs seriously, you would have started the impeachment process already obama.",1,1
"hanoi mccain can go to hell, arizona is insane for keeping this stockhome syndrome communist sympathizer in office!",1,1
its time to audit obama's lavish vacations as well.,1,1
gowdy has been bought.,1,1
"as a tn voter, i have to rely on you to do the right thing.",1,0
"jerry, you make assumuntions... and, you can't spell!",1,1
hey fellow patriots sign here!!!,1,1
you won't get my support again and will get more prayers.,1,0
obama doesn't even care his wife and kids are planning a vacation in enemy territory.,1,0
"john kasich, marco rubio and dr. ben carson show up prepared are the most presidential.",1,1
"so sir, get to work on the bill that's been sitting in the house for over 500 days.",1,1
lol - little marco,1,1
it's time for crist to shut or put up!,1,1
loretta lynch is another obama a $$wipe like jeh johnson and cheryl mills and many others,1,0
"mr. trey gowdy, if you ever run for president, i do not care who is running against you.",1,0
